id,title,genre_names,popularity
12724,The Convent,Horror Thriller Comedy,1.35
11414,The Defiant Ones,Crime Drama,3.67
31507,Dodsworth,Drama Romance,2.01
42612,Medium Cool,Drama,1.08
18783,Sahara,Action Adventure Drama War,2.28
12593,Fritz the Cat,Animation Comedy Drama,3.03
14683,The Nine Lives of Fritz the Cat,Animation Comedy,1.55
10794,The Party,Comedy,5.35
43136,Separate Tables,Drama Romance,1.59
45491,Sex and Zen,Drama Adventure Comedy,1.82
5052,Topkapi,Adventure Comedy Crime,4.77
37257,Witness for the Prosecution,Drama Mystery Crime,9.73
8489,Ali,Drama,9.3
855,Black Hawk Down,Action History War,10.06
12660,Charlotte Gray,Drama History Romance War,11.34
10269,Yentl,Music Drama Romance,2.59
5279,Gosford Park,Drama Mystery Thriller,14.1
10950,I Am Sam,Drama,12.94
1365,Monster's Ball,Drama Romance,6.34
6440,The Shipping News,Drama Romance,8.19
14580,The Big Heat,Crime Drama,8.49
49410,Motorama,Comedy,1.15
28296,Queen Bee,Drama,5.0
24206,Silent Trigger,Drama Action Thriller,1.67
6037,Murder by Death,Comedy Crime Mystery Thriller,5.57
42987,The Servant,Drama,6.07
61418,The Waterdance,Drama,4.36
27099,Come Undone,Romance Drama,2.24
11857,Orange County,Comedy Drama,4.58
6312,Brotherhood of the Wolf,Adventure Horror Action History,11.56
11595,Another 48 Hrs.,Thriller Action Comedy Crime Drama,6.94
24166,What Time Is It There?,Drama Romance,1.36
26337,China Moon,Mystery Thriller,7.34
59066,The Umbrella Woman,Drama Romance Foreign,0.14
77985,Maria's Lovers,Drama Romance,1.63
77074,Romantic Comedy,Comedy Romance,1.08
10170,The Russia House,Drama Action Thriller Romance,10.45
18317,Truly Madly Deeply,Fantasy Drama Comedy Science Fiction Romance,2.07
98491,Wuthering Heights,Drama Romance,1.09
26686,California Suite,Comedy Drama Romance,3.08
61934,The Long Gray Line,Comedy Drama,0.94
27273,The Flight of Dragons,Animation Fantasy Family,2.37
848,Dragonslayer,Fantasy,3.38
9610,Conan the Destroyer,Adventure Fantasy Action,10.15
15035,Fire and Ice,Animation Fantasy Science Fiction,8.47
16127,Forbidden Zone,Comedy Fantasy,2.23
31603,The Formula,Thriller Crime,4.4
32020,Foxes,Drama Thriller,2.83
33155,Galaxina,Comedy Science Fiction,1.41
4965,Impostor,Action Science Fiction Thriller,8.21
11891,Kung Pow: Enter the Fist,Action Comedy,5.31
11888,Snow Dogs,Adventure Comedy Family,13.47
150,48 Hrs.,Thriller Action Comedy Crime Drama,15.3
35263,The Farewell,Drama,0.04
112,Italian for Beginners,Comedy Drama Romance,5.4
125717,Time of Favor,Drama,0.17
20678,Blankman,Action Adventure Comedy,2.06
15050,Brainstorm,Science Fiction Thriller,9.97
10423,Dragon: The Bruce Lee Story,Drama,5.08
11710,The Enigma of Kaspar Hauser,Drama History,7.27
17691,4 for Texas,Comedy Western,2.0
27378,Heart of Glass,Comedy Drama Foreign,1.78
57976,Little Dieter Needs to Fly,Documentary,1.01
651,M*A*S*H,Comedy Drama War,7.7
31955,Mrs. Soffel,Drama Romance,1.89
20620,Seconds,Mystery Science Fiction Thriller Drama,6.1
18647,One-Eyed Jacks,Western Action,6.95
11362,The Count of Monte Cristo,Action Adventure Drama Thriller,10.77
2637,The Mothman Prophecies,Drama Horror Mystery,8.51
10229,A Walk to Remember,Drama Romance,8.05
50819,American Adobo,Comedy Romance,0.16
12659,Beijing Bicycle,Drama,1.2
41870,Hey Happy,Comedy Horror Science Fiction,0.14
35650,Maelström,Drama,1.34
9606,Metropolis,Animation Science Fiction,9.3
11447,The Son's Room,Drama,7.33
16550,Storytelling,Comedy Drama,9.45
13915,Waydowntown,Comedy Drama Horror,0.51
34723,The Adventures of Huck Finn,Action Adventure Drama Family,4.05
31674,Cousins,Comedy Romance,7.58
52744,Falling in Love,Drama Romance,5.29
43340,Young at Heart,Drama Music Romance,0.87
20009,Slackers,Comedy Romance,8.56
2084,Birthday Girl,Comedy Crime Thriller,6.27
50225,A Rumor of Angels,Drama,3.28
74692,Rare Birds,Comedy Drama Mystery Romance,1.79
39775,Caged Heat,Action,2.03
51044,Carmen Jones,Drama Music Romance,3.55
29475,The Five Heartbeats,Drama Music,5.86
4267,Get Out Your Handkerchiefs,Romance Comedy Drama,2.41
4031,Going Places,Drama Comedy,2.84
47871,Honky Tonk Freeway,Action Comedy,0.42
11594,The Hunchback of Notre Dame,Horror Drama History,2.65
19562,The Magnificent One,Action Comedy,3.21
11870,Big Fat Liar,Comedy Family,4.64
9884,Collateral Damage,Action Thriller Drama,10.18
11535,Rollerball,Action Science Fiction Thriller,9.35
27593,"Scotland, Pa.",Comedy Crime,3.23
11212,Baby's Day Out,Action Adventure Comedy Family,12.51
29887,Bright Eyes,Drama Family Music,0.81
32484,Dimples,Drama Family,1.15
28345,Heidi,Drama Family Music,1.4
69928,The Man Who Loved Women,Comedy,5.21
21921,Richard Pryor: Here and Now,Comedy,0.35
21845,Rookie of the Year,Comedy Family,6.96
11528,The Sandlot,Comedy Family,10.39
2441,Cows,Drama,1.97
931,Don't Look Now,Thriller Drama Horror,5.97
17130,Crossroads,Action Adventure Comedy Drama Family Music Romance,6.63
10592,Hart's War,Drama War,14.12
8470,John Q,Drama Thriller Crime,8.87
16690,Return to Never Land,Adventure Fantasy Animation Family,8.76
39939,Super Troopers,Comedy Crime Mystery,7.35
9272,The Good Son,Drama Horror Thriller,7.87
14778,Last Orders,Comedy Drama,2.76
19137,After the Fox,Crime Comedy,1.27
32499,The Bad and the Beautiful,Drama Romance,3.13
8737,Cast a Giant Shadow,War Action Drama History,0.79
33668,Designing Woman,Comedy Romance,1.9
39282,Funny Lady,Comedy Drama Music Romance,1.53
40687,The Heartbreak Kid,Comedy Romance,1.17
37230,Saturday Night and Sunday Morning,Drama,1.62
993,Sleuth,Thriller Mystery,10.39
11698,Stroszek,Drama,3.51
41357,Summer of '42,Comedy Drama Romance,2.96
42458,A Touch of Class,Comedy Romance,1.12
93427,Town Without Pity,Drama,0.73
14475,Used Cars,Action Comedy,6.96
43715,The Deadly Mantis,Thriller Horror Romance Science Fiction,1.74
10052,Dragonfly,Drama,4.92
11979,Queen of the Damned,Drama Fantasy Horror,8.44
75151,Big Bad Love,Drama Comedy,0.44
35868,Green Dragon,Action Adventure Drama,0.76
13791,How to Kill Your Neighbor's Dog,Comedy Drama,6.38
27824,The Last Man,Comedy,1.0
270306,Maryam,Drama,0.15
9991,Mean Machine,Comedy Drama,6.0
480,Monsoon Wedding,Comedy Drama Romance,10.63
44340,Wendigo,Horror,0.91
18984,Scratch,Documentary Music,0.66
25006,State Property,Action Crime Drama,0.62
23479,The Bad News Bears,Comedy Family,8.4
66946,The Bad News Bears Go to Japan,Comedy Family,1.05
19050,The Bad News Bears in Breaking Training,Comedy Family,1.91
38442,The Firemen's Ball,Comedy Drama,2.59
108266,The Lone Ranger,Adventure Western,0.89
108267,The Lone Ranger and the Lost City of Gold,Action Adventure Western,1.04
39387,Loves of a Blonde,Comedy Drama Romance,1.6
15999,Vampire Hunter D: Bloodlust,Action Adventure Animation Fantasy Horror Mystery Science Fiction,5.2
614,Wild Strawberries,Drama,6.89
56133,Black Like Me,Drama,0.01
121703,Cattle Queen of Montana,Western,0.31
77955,Under the Skin,Drama,0.36
2752,40 Days and 40 Nights,Comedy Romance,8.63
10590,We Were Soldiers,Action History War,11.35
40723,Trouble Every Day,Drama Horror,1.71
29039,The Arena,Action Adventure,3.44
22910,The Big Bird Cage,Action Crime Drama,2.08
42517,The Big Doll House,Action Drama,1.55
40364,The Church,Horror,3.12
115332,Cross Creek,Drama Romance,1.98
13225,FernGully: The Last Rainforest,Fantasy Animation Science Fiction Family,7.48
21380,Hell of the Living Dead,Horror,2.44
46717,Intersection,Drama Romance,8.3
63510,"Jo Jo Dancer, Your Life Is Calling",Drama,0.11
20465,StageFright: Aquarius,Horror,2.78
35614,A Troll in Central Park,Fantasy Animation Science Fiction Family,3.61
7219,Zombie Flesh Eaters,Horror,6.8
35810,The Amazing Quest of Ernest Bliss,Romance Drama Comedy,0.51
18649,My Favorite Brunette,Comedy Thriller Mystery Romance,1.2
18646,Royal Wedding,Comedy Music Romance,2.28
17058,Scarlet Street,Drama,6.36
13950,All About the Benjamins,Action Adventure Comedy,3.91
2135,The Time Machine,Science Fiction Adventure Action,8.92
15186,Full Frontal,Comedy Drama Romance,2.19
43997,Divorcing Jack,Comedy Foreign Romance,0.82
31651,The Field,Drama,1.66
47869,Hidden Agenda,Mystery Drama Thriller,1.76
965,The Magnificent Ambersons,Romance Drama,8.44
33135,Fun,Drama Thriller Romance Foreign,1.71
10889,Gloria,Drama Action Thriller Crime,10.05
16149,The Great Rock 'n' Roll Swindle,Comedy Documentary,1.25
54287,Hangar 18,Action Science Fiction Thriller,0.66
25628,Hawk the Slayer,Fantasy Action Adventure Science Fiction,2.7
65262,He Knows You're Alone,Horror,2.5
10935,Heaven's Gate,Action Drama History Western,4.39
44004,Hero at Large,Action Comedy Drama,1.22
22288,Honeysuckle Rose,Drama Music Romance,0.9
32030,Hopscotch,Action Adventure Comedy Thriller,3.64
119617,How to Beat the High Co$t of Living,Comedy,0.78
29343,Humanoids from the Deep,Horror Science Fiction,7.44
39503,Inside Moves,Drama,0.18
7988,The Island,Action Adventure Drama,1.28
15310,The Jazz Singer,Drama Music Romance,0.84
17909,Who's Singin' Over There?,Drama Comedy Adventure,2.42
22130,Zombie Lake,Horror,1.39
26843,Lion of the Desert,Action History War,2.88
27458,Little Darlings,Comedy Drama,5.3
14807,The Long Good Friday,Crime Drama Action Thriller,11.69
14729,The Long Riders,Western History,3.56
46973,The Man Who Saw Tomorrow,Drama,0.28
8690,Eaten Alive!,Adventure Horror,1.67
39543,Mon Oncle d'Amérique,Comedy Drama Romance,6.55
39578,The Monster Club,Comedy Horror,2.06
3418,Death Watch,Drama Science Fiction,2.02
30924,Motel Hell,Comedy Horror,6.4
14929,Mother's Day,Action Comedy Horror,2.8
75552,The Mountain Men,Action Adventure Western,0.98
18910,The Ninth Configuration,Comedy Drama Horror Thriller,3.49
24919,Burial Ground,Horror,2.36
26200,The Nude Bomb,Action Comedy Crime Mystery,1.94
24825,The Octagon,Adventure Action Thriller,8.79
38147,"Oh, God! Book II",Fantasy Comedy,1.19
24032,"Oh, God!",Fantasy Comedy,2.66
26179,Oh Heavenly Dog,Comedy Thriller Crime,1.55
4499,"Pepi, Luci, Bom",Comedy,1.25
11333,Super Fuzz,Fantasy Action Comedy Science Fiction,3.95
425,Ice Age,Animation Comedy Family Adventure,17.33
1576,Resident Evil,Horror Action Science Fiction,7.78
5851,Showtime,Action Comedy,4.92
25014,Harrison's Flowers,Drama Romance War,1.45
15647,Kissing Jessica Stein,Comedy,3.37
25110,Pauline & Paulette,Drama Comedy,0.32
38880,Promises,Documentary,0.55
1391,Y Tu Mamá También,Drama Romance,13.96
18172,All the Right Moves,Romance Drama,7.11
24248,Barabbas,Adventure Drama History,1.85
14605,The Ghost Breakers,Comedy,3.94
19797,I Think I Do,Comedy Romance,1.23
17804,The Paleface,Comedy Western,1.17
31805,Road to Morocco,Comedy,2.03
13861,Road to Singapore,Comedy,1.23
29021,Road to Utopia,Comedy,1.46
31812,Road to Zanzibar,Comedy,1.21
13006,Split Second,Thriller Action Horror Science Fiction Crime,3.28
28213,A Tale of Springtime,Comedy Drama Romance,1.93
10627,Taps,Drama,5.36
42750,Return of the Secaucus Seven,Drama,0.49
27930,Rude Boy,Music,1.15
259557,Running Scared,Drama Action Adventure,1.0
28124,Seems Like Old Times,Comedy Romance,9.9
41034,Serial,Comedy Romance,0.45
11563,The Young Master,Action Comedy,3.48
15119,Shogun Assassin,Adventure Action,3.36
55792,Simon,Comedy Science Fiction,6.3
12705,Smokey and the Bandit II,Action Comedy,7.19
11006,Smokey and the Bandit,Action Adventure Comedy,7.68
15120,Smokey and the Bandit Part 3,Action Comedy Crime,13.72
40072,Spetters,Drama Romance,2.22
21629,Stir Crazy,Comedy,6.48
16026,Sällskapsresan - eller finns det svenskt kaffe på grisfesten?,Comedy,2.97
2371,Teheran '43,Action Drama Thriller,1.88
73134,Tender Cousins,Drama Romance,7.94
36586,Blade II,Fantasy Horror Action Thriller,17.05
6020,Sorority Boys,Comedy,3.5
39541,Stolen Summer,Drama Family Comedy,1.33
125764,In The Winter Dark,Foreign,0.06
18292,George Washington,Drama,2.75
29394,Homicidal,Horror Mystery Thriller,1.06
112942,Life Is to Whistle,,0.05
90974,The Light at the Edge of the World,Adventure,0.45
29402,Mr. Sardonicus,Horror,1.93
29396,Strait-Jacket,Drama Horror Thriller,1.73
15028,Clockstoppers,Adventure Family Science Fiction Thriller,5.37
9275,Death to Smoochy,Comedy Crime Drama Thriller,8.13
4547,Panic Room,Crime Drama Thriller,14.97
14635,The Rookie,Drama Family,10.99
29135,No Such Thing,Comedy Fantasy Drama,2.88
1791,The Piano Teacher,Drama Romance,6.36
184835,Teddy Bears' Picnic,,0.02
41756,30 YEARS TO LIFE,Comedy Romance Drama,0.09
35651,Time Out,Drama,1.77
62956,Very Annie Mary,Comedy,0.47
116904,Bar Girls,Romance,0.39
22784,Boxcar Bertha,Crime Drama Romance Thriller,5.07
40814,Crimes of Passion,Romance Drama Thriller Horror Crime,2.08
53426,The Evil That Men Do,Adventure Crime Thriller Action,1.49
24585,Fraternity Vacation,Comedy Romance,3.9
17990,Impromptu,Drama Comedy Music Romance,8.73
129542,Salmonberries,Drama Foreign,0.26
5678,The Wrong Guys,Action Comedy,1.22
11560,High Crimes,Drama Mystery Thriller Crime,8.37
11452,National Lampoon’s Van Wilder,Comedy Romance,7.67
18435,Crush,Romance Comedy Drama,1.27
35944,Lucky Break,Action Comedy,0.69
64310,Les Destinées sentimentales,Drama Romance Foreign,0.12
25501,"After Dark, My Sweet",Crime Drama Mystery,7.35
26851,The Atomic Cafe,Documentary History,1.71
17487,Body and Soul,Drama,1.99
34276,First Men in the Moon,Adventure Science Fiction,3.59
548,Rashomon,Crime Drama Mystery,9.89
11590,Slap Shot,Drama Comedy,9.28
1537,Changing Lanes,Action Adventure Crime Thriller,7.82
12149,Frailty,Drama Thriller Crime,7.4
44373,New Best Friend,Drama Thriller Mystery,5.26
11812,The Sweetest Thing,Romance Comedy,8.89
35080,The Cat's Meow,Drama Mystery Thriller,13.55
441,Human Nature,Drama Comedy,7.71
8346,My Big Fat Greek Wedding,Comedy Drama Romance,6.72
14168,3:10 to Yuma,Drama Western,15.93
32617,Bite the Bullet,Action Western Adventure,10.1
31671,Breakout,Action Adventure Thriller,2.3
2565,Joe Versus the Volcano,Fantasy Comedy Science Fiction Romance,9.02
307,"Rome, Open City",Drama History,6.13
15482,Return of the Killer Tomatoes!,Comedy Horror Science Fiction,4.18
45878,Return to Horror High,Drama Horror Comedy,3.05
6393,Taking Care of Business,Comedy,3.06
12154,Three Men and a Baby,Family Comedy Drama,5.67
11630,Three Men and a Little Lady,Comedy Family,5.06
25133,Transylvania 6-5000,Comedy Horror,2.01
21970,The Watcher in the Woods,Fantasy Horror Science Fiction Thriller,9.0
11892,Murder by Numbers,Crime Drama Thriller,9.65
9334,The Scorpion King,Action Fantasy Adventure,9.49
36093,Behind the Sun,Drama Foreign,1.84
35694,Chelsea Walls,Drama,1.25
10491,Enigma,Mystery Drama Thriller Romance War,21.52
70054,Girls Can't Swim,Drama,1.56
18323,Joshua,Drama,1.11
18079,Nine Queens,Crime Drama Thriller,5.32
110989,Spooky House,Adventure Family Mystery,0.98
35337,The Triumph of Love,Comedy Drama Romance,0.82
59199,World Traveler,Drama,1.25
11470,Jason X,Horror Science Fiction,7.79
16643,Life or Something Like It,Comedy Drama Romance,6.33
1282,Dogtown and Z-Boys,Documentary,4.7
21220,"Frank McKlusky, C.I.",Action Comedy Mystery Thriller,0.63
52717,In Praise of Love,Drama,0.53
69324,Rain,Drama Foreign Romance,0.18
11468,Salton Sea,Crime Drama Mystery Thriller,12.11
292917,Some Body,Drama,0.17
19085,Vulgar,Drama Horror Thriller Crime,1.63
73462,The Aviator,Drama Adventure Romance,0.83
26030,Bob le Flambeur,Drama Action Crime,2.67
10164,Cadillac Man,Comedy Drama,6.88
42048,The Coca-Cola Kid,Comedy Drama Romance,0.87
62001,Cuba,Action Drama Romance Thriller Adventure War,1.85
28117,Delirious,Fantasy Comedy Romance,1.34
40555,Full Moon in Blue Water,Drama Romance,0.24
28384,Husbands and Wives,Romance Comedy Drama,9.45
46691,Joe,Drama,0.35
27094,Lenny,Drama,7.29
26725,Nomads,Thriller Horror Mystery,5.92
17168,The Temp,Drama Mystery Thriller,1.05
48482,Thief of Hearts,Crime Drama Romance Thriller,0.94
56179,Triumph of the Spirit,Drama,1.99
5203,Wild Orchid,Drama Romance,17.4
13201,Deuces Wild,Action Crime Drama Romance,2.05
9689,Hollywood Ending,Comedy Drama,9.99
557,Spider-Man,Fantasy Action,29.41
69850,The Mystic Masseur,Drama,0.12
44768,Warm Water Under a Red Bridge,Drama Romance,1.49
1815,The Big Sleep,Drama Action Thriller Crime Mystery,1.71
55106,Butterflies Are Free,Comedy Romance,2.7
28289,Cactus Flower,Comedy Romance,2.82
32037,The Cassandra Crossing,Drama Thriller,3.94
39154,The Giant Spider Invasion,Horror Science Fiction,0.81
24767,Iron Will,Adventure Drama Family,9.07
33796,Mountains of the Moon,Action Adventure Drama History,1.87
32221,Rambling Rose,Drama,3.4
28466,The Survivors,Drama Comedy,3.28
12227,White Fang,Action Adventure Drama Family,12.32
43643,White Fang 2: Myth of the White Wolf,Action Adventure Drama Family,1.82
10985,The New Guy,Comedy Family,9.26
2251,Unfaithful,Thriller Drama,8.97
2894,The Lady and the Duke,War Drama History,0.77
20712,Whore,Drama,6.4
11240,My Beautiful Laundrette,Romance Drama Comedy,2.79
46592,Ballad of a Soldier,Drama Romance War,3.43
45186,Big Bad Mama,Action Comedy Crime Drama,4.2
86483,Big Bad Mama II,Action Comedy Crime,0.02
5425,Beyond the Darkness,Horror,8.54
14117,Calamity Jane,Action Western Music,5.59
38360,The Cranes Are Flying,Drama Romance War,9.52
29318,Devil Doll,Horror,0.67
28907,The Harvey Girls,Western Drama Comedy Music,1.35
39771,The Lady in Red,Action Thriller,0.86
245,About a Boy,Drama Comedy Romance,10.96
1894,Star Wars: Episode II - Attack of the Clones,Adventure Action Science Fiction,14.07
4012,The Believer,Drama,8.13
9026,The Importance of Being Earnest,Comedy Drama History Romance,8.29
42193,The Charge of the Light Brigade,Action Adventure Drama History War,1.65
15417,Every Which Way But Loose,Action Adventure Comedy Romance,6.76
11791,The Hound of the Baskervilles,Horror Thriller Mystery,4.79
28577,I Want to Live!,Crime Drama,3.93
13963,The Last Waltz,Documentary Music,2.97
23102,The Pride and the Passion,Action Adventure Drama Romance,3.03
1957,Enough,Drama Thriller,6.68
320,Insomnia,Crime Mystery Thriller,11.42
9023,Spirit: Stallion of the Cimarron,Western Animation Adventure Comedy Family,16.72
27834,CQ,Comedy Drama Science Fiction,1.99
17734,Thirteen Conversations About One Thing,Drama,11.28
24010,Bus Stop,Drama Romance Comedy,3.9
39435,Cowboy,Western,4.31
24005,Don't Bother to Knock,Drama Thriller,2.38
44800,The Gambler,Drama Crime,1.41
24014,Let's Make Love,Comedy Romance,3.27
24008,Monkey Business,Comedy Romance,2.85
53229,Requiem for a Heavyweight,Drama,1.2
1936,River of No Return,Adventure Western,5.32
4614,The Sum of All Fears,Thriller Action Drama,9.27
12277,Undercover Brother,Action Comedy,5.01
267345,The Diaries of Vaslav Nijinsky,Drama,0.32
112991,The Sleepy Time Gal,Drama,0.0
15677,84 Charing Cross Road,Drama Romance,4.18
58455,Dakota,Western,5.43
36554,The Desert Rats,Action Adventure Drama,6.41
48216,Season's Beatings,Drama Comedy,1.41
41165,Nora,Drama,1.13
13153,Rapid Fire,Action Thriller,3.07
811,Silent Running,Adventure Drama Science Fiction,14.11
43532,Summer Holiday,Music Romance,0.44
163907,The Villain,Comedy Western,4.27
7216,Zombie Holocaust,Horror,2.87
3132,Bad Company,Action Adventure Comedy Thriller,9.54
9583,Divine Secrets of the Ya-Ya Sisterhood,Comedy Drama Romance,4.33
18408,Cherish,Comedy Drama Mystery Thriller,4.26
13245,Atanarjuat: The Fast Runner,Fantasy Drama,1.14
2501,The Bourne Identity,Action Drama Mystery Thriller,21.04
9637,Scooby-Doo,Mystery Adventure Comedy,8.59
12100,Windtalkers,Drama Action History War,7.46
16857,The Dangerous Lives of Altar Boys,Comedy Drama,3.4
52258,The Emperor's New Clothes,Comedy Drama Family Foreign Romance,0.9
10394,Gangster No. 1,Action Drama Thriller,2.81
27451,Harvard Man,Drama,4.24
15813,Dark Blue World,Action Drama War,2.7
31591,Bad Company,Western Drama,6.98
18905,Caveman,Comedy Adventure,2.57
14774,Cheech & Chong's The Corsican Brothers,Comedy,3.77
4993,5 Card Stud,Action Western Thriller,1.37
27052,For a Lost Soldier,Drama Romance War,1.59
34130,Goin' South,Comedy Western,9.08
38950,Hero and the Terror,Drama Action Thriller Crime,3.54
17898,Silver Bullet,Horror,5.85
21635,"Sorry, Wrong Number",Drama Thriller,8.43
27945,Hombre,Action Drama Western,8.02
43139,The Horse's Mouth,Comedy,0.83
30194,The Manhattan Project,Science Fiction Thriller,4.3
10169,Men at Work,Comedy Crime,8.34
27225,S.O.B.,Comedy,2.65
13909,She Wore a Yellow Ribbon,Western,7.72
103299,Traces of Red,Drama Action Thriller Crime Mystery,0.58
41805,V.I. Warshawski,Action Adventure Drama Mystery Thriller,2.08
35696,Juwanna Mann,Comedy Drama,3.97
11544,Lilo & Stitch,Animation Family,18.47
180,Minority Report,Action Thriller Science Fiction Mystery,20.67
9555,Rabbit-Proof Fence,Adventure Drama Action History,4.4
57022,Sunshine State,Drama,4.02
17710,Hey Arnold! The Movie,Animation Family,4.6
2022,Mr. Deeds,Comedy Romance,6.67
50035,Lovely & Amazing,Comedy Drama Romance,2.61
9719,Pumpkin,Comedy Drama Romance,2.01
11982,Look Who's Talking Now!,Romance Comedy Family,9.02
27224,Lost in Yonkers,Drama,1.52
12251,Mo' Money,Action Comedy Thriller Crime Romance,1.76
88818,The Object of Beauty,Drama Comedy Crime Foreign,0.9
30114,Wagons East!,Adventure Comedy Western,4.1
70489,Zebrahead,Drama Romance,0.51
21972,Like Mike,Comedy Drama Family Fantasy,5.42
608,Men in Black II,Action Adventure Comedy Science Fiction,16.78
59387,The Powerpuff Girls Movie,Animation Action Family,5.02
26290,Me Without You,Drama,7.58
17043,The Crocodile Hunter: Collision Course,Family Action Adventure,3.15
6278,Reign of Fire,Adventure Action Fantasy,13.07
4147,Road to Perdition,Thriller Crime Drama,13.43
16664,All About Lily Chou-Chou,Comedy Drama Foreign Romance,2.7
14651,My Wife Is an Actress,Drama Comedy Romance,1.26
96238,Never Again,Comedy Romance,0.81
15096,20 Million Miles to Earth,Science Fiction,8.88
19731,Grand Theft Auto,Action Comedy Crime,1.97
20324,The Importance of Being Earnest,Romance Comedy Drama,2.33
49370,Perfect,Drama Romance,1.29
14902,1776,Drama Comedy History Music,1.56
42254,Fox and His Friends,Crime Drama Romance,2.82
1842,The Legend of Boggy Creek,Mystery Horror Drama,1.52
2721,Z,Drama History Thriller,11.94
11442,Halloween: Resurrection,Horror Thriller,8.5
1364,Sex and Lucia,Drama Romance,8.16
8869,Eight Legged Freaks,Action Comedy Horror Thriller,10.8
8665,K-19: The Widowmaker,Drama History Thriller,7.72
10996,Stuart Little 2,Family Adventure Animation Comedy,9.27
818,Austin Powers in Goldmember,Comedy Crime Science Fiction,8.79
18357,The Country Bears,Adventure Comedy Family,7.01
29047,The Kid Stays in the Picture,Documentary,2.65
45861,Happy Times,Drama Comedy,0.65
39141,Tadpole,Comedy Drama Romance,9.2
33152,Who Is Cletis Tout?,Action Comedy Crime,6.8
149445,Harry and Walter Go To New York,Crime Comedy,1.35
10309,The Merchant of Four Seasons,Drama,1.26
6404,Nosferatu the Vampyre,Drama Horror,5.21
19133,The Big Bus,Action Comedy,7.52
43199,The Eddy Duchin Story,Drama Music Romance,2.95
43915,Fathom,Action Comedy Drama,0.53
24130,In Like Flint,Action Adventure Comedy,2.43
43445,La Terra Trema,Drama,1.15
36645,Modesty Blaise,Action Comedy Thriller,4.97
5155,Ossessione,Crime Drama Romance,2.11
23728,Our Man Flint,Adventure Comedy Fantasy Science Fiction,11.71
3780,Red Beard,Drama,4.25
10786,Robin and Marian,Action Adventure Drama Romance,3.85
8764,Top Secret!,Comedy,5.97
13908,The Master of Disguise,Comedy Family,4.66
2675,Signs,Drama Thriller Science Fiction Mystery,11.21
12308,The Last Kiss,Comedy Drama Romance,5.5
9488,Spy Kids 2: The Island of Lost Dreams,Action Adventure Family,7.16
9962,The Good Girl,Drama Comedy Romance,4.39
9573,Blood Work,Crime Drama Mystery Thriller,5.85
7451,xXx,Action Adventure Thriller,12.72
2750,24 Hour Party People,Comedy Drama,12.66
30586,Biggie and Tupac,Documentary,1.56
61112,The Château,Comedy,0.67
92384,Trois 2: Pandora's Box,Drama Thriller Romance Foreign,0.2
43772,Secret Ballot,Comedy,0.22
20337,Martin Lawrence Live: Runteldat,Comedy,0.53
27062,Lan Yu,Drama Foreign Romance,1.02
34070,Songs from the Second Floor,Drama Comedy,2.42
6173,Read My Lips,Drama Thriller Crime Romance,2.98
10305,Merci pour le Chocolat,Drama Crime Mystery,3.6
42337,Beau Pere,Drama Romance,3.87
18694,Change of Habit,Drama Music Romance,0.69
74578,A Matter of Taste,Drama Foreign,0.5
10081,The Principal,Action Adventure Crime Drama,8.33
11484,Rollerball,Adventure Action Science Fiction,6.68
11692,The Adventures of Pluto Nash,Action Comedy Science Fiction,8.9
9266,Blue Crush,Adventure,6.46
3640,Mostly Martha,Romance Drama Comedy,7.46
8653,The Isle,Drama Thriller,3.88
30072,Possession,Drama Mystery Romance,4.44
9357,One Hour Photo,Horror Thriller,10.75
12771,Serving Sara,Comedy Romance,10.17
9296,S1m0ne,Comedy Drama Science Fiction,5.76
15070,Undisputed,Action Adventure Drama Thriller,13.35
26942,Amy's Orgasm,Comedy Romance,1.29
206042,Children on Their Birthdays,Comedy Family Romance,0.89
26895,Hush!,Drama Foreign,0.53
60608,How I Killed My Father,Drama Foreign,1.81
146231,Hybrid,,0.0
97447,Satin Rouge,Music Drama,0.67
11243,The Care Bears Movie,Adventure Fantasy Animation Comedy Science Fiction Family,2.85
19975,Care Bears Movie II: A New Generation,Adventure Animation Family,2.51
10323,Clash of the Titans,Adventure Fantasy Family,7.5
9595,Hot Shots!,Action Comedy War,11.03
28319,Nightmare City,Horror,3.19
46878,The Swarm,Action Drama Horror Science Fiction,3.96
24750,Time After Time,Adventure Drama Comedy Science Fiction Thriller,5.65
31393,The Unearthly,Science Fiction Horror,0.48
24038,976-EVIL,Horror,15.36
79783,Camilla,Adventure Drama Comedy Family,0.51
9941,Down and Out in Beverly Hills,Comedy,9.97
18639,Flaming Star,Action Drama Romance Western,1.62
39833,Love Me Tender,Drama Action Western Music Romance,1.16
32858,The Return of the Vampire,Horror,1.09
3127,The Revenge of Frankenstein,Horror Science Fiction,3.52
10859,Stakeout,Action Comedy Romance,8.38
32825,Wild in the Country,Drama Romance,0.99
10725,Wolfen,Drama Horror,2.52
9544,FearDotCom,Horror Thriller,5.16
23967,Slap Her... She's French,Comedy,2.25
57351,Love and a Bullet,Action Thriller,0.21
26165,Mad Love,Drama History Romance Foreign,1.06
31514,À Nous la Liberté,Comedy,1.21
13571,True Colors,Drama,1.51
26056,Snipes,Drama Thriller,2.08
13536,City By The Sea,Crime Drama Mystery,3.9
20616,Swimfan,Drama Thriller,8.42
96218,Heartbreak Hospital,Comedy Romance,0.0
79319,The Incubus,Horror,1.01
