id,title,genero,popularity
11886,Robin Hood,  Animation   Family  ,8.34
37853,Mister Roberts,  Comedy   Drama   Family   War  ,8.19
62204,Quest for Fire,  Adventure   Drama  ,6.66
11040,Little Big Man,  Adventure   Western   History  ,14.29
21849,A Face in the Crowd,  Drama  ,6.61
1621,Trading Places,  Comedy  ,1.48
14035,Meatballs,  Comedy  ,1.67
40771,Meatballs Part II,  Comedy  ,0.92
40772,Meatballs III: Summer Job,  Comedy  ,9.7
40773,Meatballs 4,  Comedy  ,2.54
11498,Dead Again,  Thriller  ,2.15
11790,Peter's Friends,  Comedy   Drama  ,0.12
29371,The Incredibly True Adventure of Two Girls In Love,  Comedy   Drama   Romance  ,0.69
276635,Experience Preferred...But Not Essential,  Comedy  ,1.49
47941,Under the Rainbow,  Comedy  ,1.25
29048,How I Won the War,  Comedy   War  ,12.59
19052,Light It Up,  Drama   Thriller  ,8.56
21349,Anywhere But Here,  Drama   Comedy   Romance  ,9.47
1832,Dogma,  Fantasy   Comedy   Adventure  ,7.56
10047,The Messenger: The Story of Joan of Arc,  Adventure   Drama   Action   History   War  ,1.85
10228,Pokémon: The First Movie: Mewtwo Strikes Back,  Animation  ,8.34
47692,Felicia's Journey,  Drama  ,1.19
18561,Oxygen,  Mystery   Thriller   Crime   Drama  ,0.69
144953,Where's Marlowe?,  Comedy   Mystery   Thriller  ,0.23
37426,The Ape,  Drama   Horror   Science Fiction  ,7.44
51787,British Intelligence,  Action   Adventure  ,8.26
11663,The Commitments,  Comedy   Drama   Music  ,10.77
13485,Holiday Inn,  Comedy   Drama   Music   Romance  ,6.9
9289,The Longest Day,  Action   Drama   History   War  ,6.15
9264,Poison Ivy,  Thriller  ,0.06
18222,Poison Ivy: The New Seduction,  Thriller   Romance  ,7.26
124853,Ten Benny,  Drama   Action  ,5.47
11165,Tora! Tora! Tora!,  History   Action   Drama   Adventure   War  ,9.6
4203,Women on the Verge of a Nervous Breakdown,  Comedy   Drama  ,0.47
24226,The Verdict,  Drama  ,7.78
88875,The Effect of Gamma Rays on Man-in-the-Moon Marigolds,  Drama  ,5.36
11379,The Adventures of Buckaroo Banzai Across the 8th Dimension,  Comedy   Science Fiction  ,12.88
29154,Stand and Deliver,  Drama  ,1.2
2039,Moonstruck,  Comedy   Drama   Romance  ,4.71
77915,The Sandpiper,  Drama   Romance  ,6.83
11943,Jeremiah Johnson,  Adventure   Western  ,5.97
11481,Repulsion,  Drama   Horror   Thriller  ,0.7
2690,Irma la Douce,  Comedy   Romance  ,2.65
20565,42 Up,  Documentary   Foreign  ,6.65
27141,Liberty Heights,  Drama  ,0.35
10399,Mansfield Park,  Drama   Romance  ,11.07
90762,"Goodbye, 20th Century",  Adventure   Comedy   Fantasy   Science Fiction  ,12.13
2668,Sleepy Hollow,  Drama   Fantasy   Thriller   Mystery  ,10.0
36643,The World Is Not Enough,  Adventure   Action   Thriller  ,0.0
99,All About My Mother,  Comedy   Drama  ,1.61
159569,Home Page,  Documentary  ,7.77
77010,The Living Dead Girl,  Horror  ,11.47
25898,Babes in Toyland,  Comedy  ,5.31
9647,Scrooged,  Fantasy   Comedy   Drama  ,13.23
11787,Harvey,  Comedy   Drama  ,3.35
5156,Bicycle Thieves,  Drama  ,6.21
24276,Matewan,  Drama  ,5.13
11953,Kagemusha,  Action   Drama   History   War  ,5.44
44662,47 Samurai,  History   Drama   Action  ,5.78
29005,McCabe & Mrs. Miller,  Western  ,9.67
26371,Maurice,  Drama   Romance  ,0.19
596,The Grapes of Wrath,  Drama  ,7.14
52470,My Man Godfrey,  Comedy  ,12.32
20334,The Shop Around the Corner,  Comedy   Romance  ,3.8
11393,The Natural,  Drama  ,12.58
31121,Shampoo,  Comedy   Drama   Romance  ,14.26
293,A River Runs Through It,  Drama  ,3.89
10998,Fatal Attraction,  Romance   Drama   Thriller   Horror   Mystery  ,1.91
12235,Jagged Edge,  Mystery   Thriller  ,5.56
36094,Stanley & Iris,  Drama   Romance  ,13.2
9013,Midnight Run,  Adventure   Comedy   Crime  ,6.41
11005,Awakenings,  Drama  ,9.88
59820,Come See the Paradise,  Drama   Romance   History  ,11.18
2924,Backdraft,  Action   Crime   Drama   Mystery   Thriller  ,6.3
177,The Fisher King,  Comedy   Drama  ,0.84
38557,The River,  Drama  ,3.71
42087,Country,  Drama  ,0.8
13681,Places in the Heart,  Drama   Family  ,9.62
34760,"'night, Mother",  Drama  ,17.55
9946,End of Days,  Action   Fantasy   Horror   Mystery  ,8.61
863,Toy Story 2,  Animation   Comedy   Family  ,0.99
31582,Flawless,  Comedy   Drama  ,7.06
125520,Miss Julie,  Drama  ,0.89
22267,Ride with the Devil,  Drama   War   Romance   Western  ,4.73
55123,Tumbleweeds,  Comedy   Drama  ,9.64
5486,A Bay of Blood,  Horror   Thriller  ,2.21
10411,The Distinguished Gentleman,  Comedy  ,1.55
41462,The Hitch-Hiker,  Crime   Thriller  ,1.53
1718,Santa Fe Trail,  Action   Western  ,6.49
28604,Lauderdale,,6.2
15506,Agnes Browne,  Drama  ,0.4
20024,The End of the Affair,  Drama  ,3.18
78256,The End of the Affair,  Romance  ,1.59
13787,Holy Smoke!,  Comedy   Drama  ,6.84
54933,A Map of the World,  Drama  ,5.51
9684,Sweet and Lowdown,  Comedy   Drama  ,0.05
9586,The Bonfire of the Vanities,  Comedy   Drama  ,0.35
41638,Broadway Damage,,1.01
70801,Daddy-Long-Legs,  Drama   Comedy  ,6.02
33015,Go West,  Comedy   Western  ,3.92
777,Grand Illusion,  Drama   History   War  ,0.51
21887,The Great Santini,  Drama  ,3.24
5652,The James Dean Story,  Documentary  ,7.17
19664,The Sea Wolves,  War   Action   Thriller  ,0.76
32331,Stealing Home,  Drama   Romance  ,1.54
76083,Tarzan the Fearless,  Action   Adventure  ,4.48
32628,Three Ages,  Drama   Comedy  ,2.14
32669,The Two Jakes,  Crime   Drama   Mystery  ,2.66
18161,U2: Rattle and Hum,  Documentary   Music  ,0.94
31681,Hell in the Pacific,  Drama   War  ,6.48
33666,The Glass Bottom Boat,  Comedy   Romance  ,6.57
32274,Cradle Will Rock,  Drama  ,19.97
10402,Deuce Bigalow: Male Gigolo,  Comedy  ,9.53
497,The Green Mile,  Fantasy   Drama   Crime  ,1.65
1715,The Cider House Rules,  Drama  ,3.47
35118,Diamonds,  Comedy   Drama   Mystery  ,0.67
42739,The War Zone,  Drama  ,5.96
26162,The Bat Whispers,  Crime   Drama   Mystery   Thriller  ,11.12
25188,The Last Picture Show,  Drama  ,1.13
15515,The 7th Voyage of Sinbad,  Action   Adventure   Family   Fantasy  ,17.65
75888,Blood on the Sun,  Action   Drama   War  ,9.37
1439,Anna and the King,  Drama   History   Romance  ,8.36
2277,Bicentennial Man,  Comedy   Science Fiction  ,1.53
10137,Stuart Little,  Animation   Fantasy   Family   Comedy  ,14.97
10387,The Emperor and the Assassin,  Drama   History  ,9.09
49948,Fantasia 2000,  Animation   Family   Music  ,7.17
334,Magnolia,  Drama  ,3.14
30237,Onegin,  Drama   Romance  ,5.9
50116,Simpatico,  Comedy   Drama  ,0.08
46435,Topsy-Turvy,  Comedy   Drama   Music  ,2.12
94260,The Alley Cats,  Drama   Foreign  ,6.56
22213,Boiling Point,  Drama   Action   Adventure   Crime   Thriller  ,2.84
47070,Brenda Starr,  Adventure   Fantasy  ,8.64
36492,Carnal Knowledge,  Drama  ,4.69
624,Easy Rider,  Adventure   Drama  ,0.0
26578,The Falcon and the Snowman,  Thriller   Drama   Crime  ,1.88
415072,Hi-Yo Silver,  Western  ,1.99
43103,Room at the Top,  Romance   Drama  ,10.57
43194,Ulysses,  Adventure  ,13.22
9563,Any Given Sunday,  Drama  ,15.83
1850,Man on the Moon,  Comedy   Drama   Romance  ,11.66
926,Galaxy Quest,  Comedy   Family   Science Fiction  ,10.07
1213,The Talented Mr. Ripley,  Thriller   Crime   Drama  ,5.72
10471,Next Friday,  Comedy  ,4.5
10400,The Hurricane,  Drama  ,4.35
10397,Angela's Ashes,  Drama  ,7.3
20761,Play It to the Bone,  Comedy   Drama  ,1.16
12524,Titus,  Drama   History   Thriller  ,2.27
28216,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",  Documentary  ,1.17
36773,The Third Miracle,  Drama  ,2.81
30814,Montana,  Drama   Action   Comedy   Crime  ,8.29
10219,Snow Falling on Cedars,  Drama   Romance  ,0.04
3558,"Girl, Interrupted",  Drama  ,0.14
104878,Trans,  Drama  ,7.06
41276,The Life and Times of Hank Greenberg,  Documentary   Family  ,5.5
17908,My Dog Skip,  Comedy   Drama   Family  ,0.2
10384,Supernova,  Horror   Science Fiction   Thriller  ,0.15
125317,The Quarry,  Drama   Foreign  ,13.38
48233,The Terrorist,  Drama  ,0.13
10236,The Way We Were,  Drama   Romance  ,9.47
71067,Tess of the Storm Country,  Romance   Drama  ,3.77
632,Stalag 17,  Comedy   Drama   War  ,15.7
11851,The Presidio,  Action   Adventure   Crime   Drama   Mystery   Thriller  ,2.77
5924,Papillon,  Crime   Drama  ,4.34
33734,Pal Joey,  Comedy   Music   Romance  ,9.72
14886,The Last Detail,  Comedy   Drama  ,0.85
26617,Five Easy Pieces,  Drama  ,13.46
11900,Even Dwarfs Started Small,  Comedy   Drama  ,5.92
10493,Dead Calm,  Crime   Thriller   Horror   Drama  ,4.68
16241,The Boys from Brazil,  Horror   Drama   Thriller   Science Fiction  ,3.03
27632,Black Sunday,  Horror  ,1.8
22160,Against All Odds,  Action   Adventure   Crime   Drama   Mystery   Romance   Thriller  ,11.51
4460,The Snows of Kilimanjaro,  Action   Adventure   Drama   Romance  ,0.37
9644,National Lampoon's Loaded Weapon 1,  Comedy  ,14.66
43455,The Loves of Carmen,  Drama   Romance  ,3.97
13342,Fast Times at Ridgemont High,  Comedy  ,2.55
35119,A Cry in the Dark,  Drama  ,7.29
21256,Born to Win,  Comedy   Crime   Drama  ,5.51
14919,Batman: Mask of the Phantasm,  Action   Adventure   Animation   Family  ,1.12
14040,American Flyers,  Drama  ,3.05
75641,Voyage of the Damned,  Drama  ,2.54
17343,Vampyros Lesbos,  Horror  ,1.92
22692,A Star Is Born,  Drama  ,4.82
47620,Poison,  Drama   Horror   Science Fiction  ,0.92
2990,Pacific Heights,  Crime   Thriller  ,2.44
38775,Night Tide,  Thriller  ,1.49
10831,The Draughtsman's Contract,  Comedy   Mystery   Romance  ,3.46
21193,Carmen,  Music   Drama  ,9.77
33078,A Zed & Two Noughts,  Comedy   Drama  ,3.85
16672,Woman in the Dunes,  Drama   Thriller  ,0.01
10472,Down to You,  Comedy   Drama   Family   Romance  ,0.22
123277,Hellhounds on My Trail: The Afterlife of Robert Johnson,  Music  ,0.1
79474,"Not Love, Just Frenzy",  Comedy   Drama   Romance   Thriller  ,2.02
97805,Wirey Spindell,,3.88
53714,Another Man's Poison,  Crime   Drama   Thriller  ,0.29
21489,The Odessa File,  Drama   Thriller  ,4.59
51392,The Saphead,  Drama   Comedy  ,0.33
32600,Seven Chances,  Comedy   Romance  ,0.0
110479,Smashing Time,  Comedy  ,3.22
299121,Train Ride to Hollywood,  Fantasy   Comedy  ,0.07
13005,Where the Buffalo Roam,  Comedy   Drama  ,0.0
65134,Zachariah,  Western   Action   Comedy  ,3.77
121738,Kestrel's Eye,  Documentary   Foreign  ,0.91
18681,Eye of the Beholder,  Drama   Mystery   Thriller  ,1.12
75531,Isn't She Great,  Drama   Comedy  ,0.59
20468,The Big Tease,  Comedy   Foreign  ,0.29
14521,The Cup,  Comedy  ,8.0
46835,Santitos,  Drama   Foreign   Romance  ,3.94
10406,Encino Man,  Comedy   Family  ,2.25
14741,The Goodbye Girl,  Comedy   Romance  ,14.21
32015,I Am Cuba,  Drama  ,18.83
1883,Malcolm X,  Drama   History  ,12.99
2005,Sister Act,  Music   Comedy  ,6.67
6279,Sister Act 2: Back in the Habit,  Music   Comedy  ,8.66
11087,The Hand that Rocks the Cradle,  Thriller  ,3.94
7305,Alive,  Action   Adventure   Drama   Thriller  ,14.51
24735,Agnes of God,  Drama   Mystery  ,10.18
9475,Scent of a Woman,  Drama  ,10.93
8872,Wayne's World,  Music   Comedy  ,10.85
8873,Wayne's World 2,  Music   Comedy  ,11.08
11287,A League of Their Own,  Comedy  ,9.81
9869,Patriot Games,  Drama   Action   Thriller   Crime  ,11.02
619,The Bodyguard,  Thriller   Action   Drama   Music   Romance  ,7.47
9374,Death Becomes Her,  Fantasy   Comedy  ,10.85
11259,Far and Away,  Adventure   Drama   Romance   Western  ,10.45
8293,Howards End,  Drama   Romance  ,8.74
11068,Singles,  Comedy   Drama   Romance  ,8.8
1923,Twin Peaks: Fire Walk with Me,  Drama   Mystery  ,4.94
10158,White Men Can't Jump,  Comedy   Drama  ,10.18
10206,Buffy the Vampire Slayer,  Action   Comedy   Horror  ,8.76
11782,Hard Boiled,  Action   Thriller   Crime  ,9.97
10086,Man Bites Dog,  Comedy   Crime   Drama   Horror  ,14.4
9367,El Mariachi,  Action   Crime   Thriller  ,5.05
9876,Stop! Or My Mom Will Shoot,  Action   Comedy  ,3.81
10326,Forever Young,  Adventure   Fantasy   Drama   Science Fiction   Romance  ,6.11
16562,The Cutting Edge,  Comedy   Drama   Romance  ,6.42
9609,Of Mice and Men,  Drama  ,9.74
12143,Bad Lieutenant,  Crime   Drama  ,7.25
4234,Scream 3,  Horror   Mystery  ,12.46
9605,Single White Female,  Thriller  ,6.37
8374,The Boondock Saints,  Action   Thriller   Crime  ,0.6
29076,Gun Shy,  Action   Comedy   Romance   Thriller  ,0.07
80471,Beloved/Friend,  Drama   Foreign  ,0.31
49477,Gendernauts: A Journey Through Shifting Identities,  Documentary  ,1.26
121940,Knockout,  Drama   Action  ,0.11
28156,The Baby,  Horror   Thriller  ,0.53
113096,The Brandon Teena Story,  Documentary  ,2.1
106837,Different for Girls,  Comedy   Foreign  ,2.3
24349,Minnie and Moskowitz,  Drama   Romance   Comedy  ,14.43
27841,They Might Be Giants,  Comedy   Mystery   Thriller  ,6.3
1907,The Beach,  Drama   Adventure   Romance   Thriller  ,7.02
15489,Snow Day,  Comedy   Family  ,0.31
15655,The Tigger Movie,  Animation   Family  ,1.9
68546,Cotton Mary,  Drama   Foreign  ,0.0
36210,Not One Less,  Drama  ,0.06
279444,Soft Toilet Seats,  Comedy  ,1.79
77908,Trois,  Drama   Thriller   Romance  ,0.56
22342,The Big Combo,  Drama   Action   Thriller   Crime   Mystery  ,5.39
96484,Conceiving Ada,  Science Fiction   Drama   Fantasy  ,1.59
30062,Eaten Alive,  Horror  ,8.14
62463,Raining Stones,  Comedy   Drama  ,0.1
25934,"To Sir, with Love",  Drama  ,8.52
101383,With Byrd at the South Pole,  Documentary  ,6.47
14181,Boiler Room,  Crime   Drama   Thriller  ,6.42
10385,Hanging Up,  Comedy   Drama  ,12.06
2787,Pitch Black,  Thriller   Science Fiction   Action  ,0.98
2069,The Whole Nine Yards,  Comedy   Crime  ,0.23
61416,Beautiful People,  War   Comedy   Drama  ,1.38
79515,Black Tar Heroin: The Dark End of the Street,  Documentary  ,0.56
14839,Blue Collar,  Drama   Crime  ,6.71
42186,Bluebeard,  Mystery   Thriller  ,10.89
28978,The Circus,  Comedy   Drama  ,4.42
901,City Lights,  Comedy   Drama   Romance  ,1.97
25010,The Flamingo Kid,  Comedy   Drama   Romance  ,8.17
36208,A Dog's Life,  Comedy  ,5.68
10098,The Kid,  Comedy   Drama  ,0.59
18264,The Man from Laramie,  Western  ,2.09
291861,The Wild McCullochs,  Romance   Drama  ,0.97
33374,Class Reunion,  Comedy  ,0.07
43368,The Big Trees,  Romance   Western  ,12.12
127602,Happy Go Lovely,  Music   Romance   Comedy  ,5.92
2155,Reindeer Games,  Thriller  ,3.68
11004,Wonder Boys,  Comedy   Drama  ,0.32
25212,Deterrence,  Action   Drama   Mystery   Thriller  ,2.54
36048,Judy Berlin,  Comedy   Drama  ,1.17
139,Mifune,  Romance   Comedy   Drama  ,0.65
210307,The Waiting Game,  Comedy  ,2.24
47816,3 Strikes,  Action   Comedy   Romance  ,4.37
20682,Chain of Fools,  Action   Comedy   Crime  ,2.97
25166,Drowning Mona,  Comedy   Crime   Mystery  ,1.99
1831,The Next Best Thing,  Comedy  ,2.69
10416,What Planet Are You From?,  Comedy   Drama   Romance   Science Fiction  ,9.37
14271,Beyond the Mat,  Documentary  ,1.33
4816,Ghost Dog: The Way of the Samurai,  Crime   Drama  ,9.74
19958,The Year My Voice Broke,  Drama   Foreign   Romance  ,4.68
28569,Splendor in the Grass,  Drama   Romance  ,0.02
2193,My Tutor,  Comedy   Drama   Romance  ,0.49
64871,The Legend of Lobo,  Family   Adventure  ,7.59
54575,The Killing of Sister George,  Comedy   Drama  ,0.51
11016,Key Largo,  Crime   Drama   Thriller  ,0.35
23020,Jail Bait,  Action   Crime   Thriller  ,0.3
54195,It Happened Here,  War   Drama  ,3.22
139058,I'll Never Forget What's'isname,  Comedy   Drama  ,9.1
20423,For All Mankind,  Documentary  ,1.41
10839,Cross of Iron,  Drama   Action   History   War  ,6.09
36489,Bride of the Monster,  Horror   Science Fiction  ,16.24
24481,Born Yesterday,  Comedy   Romance   Drama  ,2.57
11296,Birdy,  Drama   History  ,1.78
61651,And God Created Woman,  Comedy   Drama   Romance  ,0.44
28172,Blood Feast,  Horror  ,0.65
57855,"Charlie, the Lonesome Cougar",  Adventure   Family  ,3.46
28180,Color Me Blood Red,  Horror  ,1.53
14280,Never Cry Wolf,  Action   Adventure   Drama  ,0.89
72086,The Night Visitor,  Crime   Horror  ,2.5
149687,The Perils of Pauline,  Comedy  ,1.68
29478,A Raisin in the Sun,  Romance   Drama  ,0.28
28177,Two Thousand Maniacs!,  Horror  ,0.43
64166,Brown's Requiem,  Drama   Action   Thriller   Mystery  ,9.02
73642,The Closer You Get,  Comedy   Romance   Foreign  ,11.32
2067,Mission to Mars,  Science Fiction  ,0.0
622,The Ninth Gate,  Horror   Mystery   Thriller  ,1.08
110666,Condo Painting,  Documentary  ,3.71
28463,East/West,  Drama  ,4.81
12186,Defending Your Life,  Fantasy   Drama   Comedy  ,6.48
20283,Breaking Away,  Drama   Comedy  ,6.92
5693,Hoosiers,  Drama   Family  ,7.53
287,Bull Durham,  Comedy   Romance  ,9.19
968,Dog Day Afternoon,  Crime   Drama   Thriller  ,12.87
838,American Graffiti,  Comedy   Drama  ,7.8
16958,The Asphalt Jungle,  Action   Crime   Drama   Thriller  ,3.01
3114,The Searchers,  Western  ,4.67
31938,The Devil's Brigade,  War   Action  ,1.77
12501,The Big Country,  Drama   Western   Romance  ,2.81
22650,Any Number Can Win,  Romance   Crime   Drama  ,3.21
31618,Betrayed,  Action   Drama   Romance   Thriller  ,3.43
42232,Bound for Glory,  Music  ,2.1
15873,The Bridge at Remagen,  Action   History   War  ,1.09
26928,Buck and the Preacher,  Action   Comedy   Western  ,0.94
68427,Daughters of the Dust,  Drama   Romance  ,0.54
25392,Destination Moon,  Science Fiction  ,2.55
67455,The Fantastic Night,,1.55
22178,Hangmen Also Die!,  Drama   History   Thriller   War  ,4.0
48213,The Ogre,  Drama  ,1.34
35412,On the Beach,  Science Fiction   Drama   Romance  ,0.43
43463,Railroaded!,  Drama   Thriller  ,0.01
59939,Slaves to the Underground,  Comedy   Music   Drama  ,0.44
159727,Song of Freedom,,7.76
244151,Big Fella,,7.51
8333,The Taking of Pelham One Two Three,  Action   Adventure   Crime   Thriller  ,13.81
19259,Volunteers,  Comedy  ,7.1
820,JFK,  Drama   Thriller   History  ,9.3
11718,Who's Harry Crumb?,  Comedy   Crime   Mystery  ,0.5
8989,Harry and the Hendersons,  Comedy   Family   Fantasy  ,1.41
32031,Let's Get Harry,  Action   Adventure  ,3.78
58048,Shanghai Surprise,  Adventure  ,4.28
26827,Who's That Girl,  Comedy  ,1.6
11157,She-Devil,  Comedy  ,6.7
28370,Date With an Angel,  Comedy   Fantasy   Romance   Science Fiction  ,7.57
918,Blind Date,  Comedy   Romance  ,6.77
61178,Nadine,  Action   Comedy   Romance  ,8.88
11176,The Muppet Movie,  Adventure   Comedy   Family  ,5.89
14900,The Great Muppet Caper,  Crime   Family   Comedy  ,1.78
11899,The Muppets Take Manhattan,  Romance   Comedy   Family  ,13.59
36536,Sesame Street Presents Follow That Bird,  Adventure   Comedy   Family   Music  ,1.7
18890,We're Back! A Dinosaur's Story,  Animation   Science Fiction   Family  ,0.79
19736,Baby: Secret of the Lost Legend,  Adventure   Fantasy   Action   Science Fiction   Family  ,2.13
123047,Turtle Diary,  Romance   Comedy   Drama  ,12.91
24575,Raise the Titanic,  Action   Drama   Thriller  ,6.56
16535,Titanic,  Drama   Action   Romance  ,1.58
10971,A Night to Remember,  Drama   Action   History  ,0.39
23928,Captain Horatio Hornblower R.N.,  War   Action   Adventure   Drama  ,10.14
31336,The Carriers Are Waiting,  Drama   Romance   Foreign  ,14.96
462,Erin Brockovich,  Drama  ,0.09
9532,Final Destination,  Horror  ,0.07
117259,Soft Fruit,,4.16
78231,Babymother,  Drama   Music   TV Movie  ,1.55
2383,The Bear,  Adventure   Drama   Family  ,1.55
25503,Impact,  Drama   Thriller   Mystery  ,10.12
53879,Love Is a Many-Splendored Thing,  Drama   Romance  ,2.26
1396,Mirror,  Drama   History  ,14.79
11570,The Crimson Pirate,  Action   Adventure   Comedy  ,1.17
1541,Thelma & Louise,  Drama   Thriller   Crime   Adventure  ,6.29
150043,Something For Everyone,,7.53
17443,...And Justice for All,  Crime   Drama   Mystery   Thriller  ,7.06
8469,Animal House,  Comedy  ,6.26
27995,She's Gotta Have It,  Comedy   Romance  ,10.47
36739,School Daze,  Comedy   Drama  ,2.72
925,Do the Right Thing,  Drama  ,7.7
41823,Mo' Better Blues,  Drama   Romance  ,4.61
1713,Jungle Fever,  Drama   Romance  ,6.46
26170,Coogan's Bluff,  Action   Crime   Drama   Thriller  ,2.33
30547,The Champ,  Drama   Family  ,12.97
54825,Creature Comforts,  Animation   Comedy   Family  ,7.97
13939,Death Wish,  Action   Crime   Drama   Thriller  ,12.83
14373,Death Wish 2,  Action   Crime   Thriller  ,4.57
24873,Death Wish 3,  Action   Crime   Drama   Thriller  ,3.6
26263,Death Wish 4: The Crackdown,  Thriller   Action   Adventure   Crime  ,6.49
34746,Death Wish 5: The Face of Death,  Action   Crime   Drama   Thriller  ,10.76
996,Double Indemnity,  Drama   Mystery   Thriller  ,2.33
9079,Dying Young,  Drama   Romance  ,13.18
1496,Cool as Ice,  Drama   Action   Comedy   Music   Romance  ,7.99
1498,Teenage Mutant Ninja Turtles,  Science Fiction   Action   Adventure   Comedy   Family  ,8.14
1497,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,  Science Fiction   Adventure   Action   Comedy   Family  ,8.23
1499,Teenage Mutant Ninja Turtles III,  Action   Adventure   Comedy   Family   Fantasy   Science Fiction  ,4.4
1880,Red Dawn,  Action   Thriller  ,0.29
33762,Band of the Hand,  Action   Crime   Drama  ,8.82
103960,Born American,  Drama   Action  ,3.71
11690,Bloodsport,  Action  ,3.21
29143,Eyes of Laura Mars,  Drama   Horror   Mystery   Thriller  ,1.09
35292,Funny Bones,  Comedy  ,9.02
36652,The Good Earth,  Drama  ,1.94
801,"Good Morning, Vietnam",  Comedy   Drama   War  ,7.53
104301,The Good Mother,  Drama   Romance  ,5.03
11520,Grumpy Old Men,  Comedy   Family   Romance  ,8.37
1879,Guess Who's Coming to Dinner,  Comedy   Drama   Romance  ,3.2
2085,Romeo Must Die,  Action   Crime   Thriller  ,3.55
13539,Here On Earth,  Romance  ,0.08
16222,Whatever It Takes,  Drama   Comedy   Romance  ,2.07
109479,Buddy Boy,  Drama   Thriller   Romance  ,1.24
17078,The Color of Paradise,  Drama   Family  ,1.33
37722,Waking the Dead,  Drama   Romance  ,2.58
75892,Blood and Sand,  Drama   Romance  ,0.29
33516,Gothic,  Drama   Fantasy   Horror  ,7.6
99008,Hillbillys in a Haunted House,  Comedy   Horror   Music  ,8.16
9960,Lord of the Flies,  Thriller   Adventure   Drama  ,0.58
3082,Modern Times,  Drama   Comedy  ,0.65
49338,National Lampoon's Last Resort,  Comedy  ,1.39
2102,Solar Crisis,  Adventure   Drama   Action   Thriller   Science Fiction   Foreign  ,8.45
52961,That's Life!,  Comedy   Drama  ,4.53
12187,Heart and Souls,  Fantasy   Drama   Comedy   Science Fiction   Romance  ,9.33
24748,Hud,  Action   Drama   Western  ,6.3
990,The Hustler,  Drama  ,4.71
1908,Inherit the Wind,  Drama   History  ,10.61
9764,Dersu Uzala,  Action   Adventure   Drama  ,1.51
840,Close Encounters of the Third Kind,  Science Fiction   Drama  ,0.01
39890,The City of the Dead,  Mystery   Horror  ,2.78
42237,Jonah Who Will Be 25 in the Year 2000,,6.66
26689,Retroactive,  Science Fiction   Thriller  ,8.18
25673,A Place in the Sun,  Drama   Romance  ,7.19
2291,Jacob's Ladder,  Drama   Mystery   Horror  ,6.48
13531,Empire Records,  Comedy   Drama  ,8.16
16620,La Bamba,  Drama   Music  ,4.58
526,Ladyhawke,  Adventure   Drama   Fantasy   Romance  ,8.52
13346,Lucas,  Comedy   Drama   Romance  ,8.76
243,High Fidelity,  Comedy   Drama   Romance   Music  ,11.36
10501,The Road to El Dorado,  Adventure   Animation   Comedy   Family  ,0.17
11478,The Skulls,  Crime   Drama   Thriller  ,1.17
96167,Autopsy,  Horror   Thriller  ,7.07
24212,Devil Girl from Mars,  Science Fiction  ,0.4
6644,El Dorado,  Western  ,14.51
41038,The Hideous Sun Demon,  Horror   Science Fiction  ,12.0
879,Hook,  Adventure   Fantasy   Comedy   Family  ,0.19
32613,Horror Express,  Horror  ,0.14
39406,My Chauffeur,  Comedy   Romance  ,2.91
85689,The Son of the Sheik,  Adventure   Drama   Action   Romance  ,12.5
31624,Torso,  Horror   Mystery   Thriller  ,3.19
17529,True Grit,  Western  ,0.55
40841,Roadside Prophets,  Action   Adventure   Comedy   Drama  ,1.74
118098,Madame Sousatzka,  Drama   Music  ,7.19
1793,Max Dugan Returns,  Comedy   Drama   Family  ,15.02
11327,Midnight Express,  Drama   Crime  ,0.99
1700,Misery,  Drama   Thriller  ,1.46
54087,Mr. Saturday Night,  Drama   Comedy  ,3.99
34322,Murphy's Romance,  Comedy   Romance  ,11.06
41659,My Life,  Drama   Romance  ,13.18
593,Solaris,  Drama   Science Fiction   Adventure   Mystery  ,11.46
10774,Network,  Drama  ,5.67
10083,No Way Out,  Action   Drama   Thriller  ,8.35
29786,North Dallas Forty,  Comedy   Drama  ,5.85
11356,The Odd Couple,  Comedy  ,1.19
10747,The Outlaw Josey Wales,  Drama   Western  ,10.16
38809,Black and White,  Drama  ,3.69
10559,Frequency,  Crime   Drama   Science Fiction   Thriller  ,5.27
20697,Ready to Rumble,  Action   Comedy   Drama  ,10.28
2621,Return to Me,  Romance   Comedy   Drama  ,1.06
10479,Rules of Engagement,  Action   Adventure   Drama   History   War  ,0.73
125709,Joe Gould's Secret,  Drama  ,6.44
49721,Me Myself I,  Comedy   Romance  ,0.06
2006,"Bell, Book and Candle",  Fantasy   Comedy   Romance  ,1.62
184885,The Bells,  Drama   Crime   Horror  ,5.05
46625,The End of Violence,  Drama   Thriller  ,1.28
17339,Force 10 from Navarone,  Action   Adventure   War   Thriller  ,4.81
26879,How to Stuff a Wild Bikini,  Comedy   Music   Romance  ,1.56
11305,Mystery Train,  Crime   Drama   Comedy  ,2.08
48211,Sacco & Vanzetti,  Crime   Drama   History  ,14.91
28975,Taffin,  Action   Thriller  ,5.51
13665,Arthur,  Comedy   Drama   Romance  ,8.1
12309,Bachelor Party,  Comedy  ,18.5
1552,Parenthood,  Comedy   Drama   Family  ,2.96
106,Predator,  Science Fiction   Action   Adventure   Thriller  ,8.05
10333,The Prince of Tides,  Drama   Romance  ,0.5
